source_center,destination_center,route_type,median_delay_ratio,sla_breach_rate,trip_count,median_distance,median_actual_time,median_osrm_time
IND410206AAB,IND000000AFT,Carting,2.4615384615384617,0.9743589743589743,39,13.6263,28.0,10.0
IND312001AAA,IND311001AAA,FTL,1.5,0.8717948717948718,39,22.4176,28.0,20.0
IND509301AAA,IND501359AAE,FTL,1.5263157894736843,0.8461538461538461,39,24.1776,26.0,17.0
IND742102AAB,IND713130AAA,Carting,1.8181818181818181,0.9230769230769231,39,12.6483,20.0,10.0
IND517501AAB,IND517583AAA,Carting,2.1818181818181817,1.0,39,10.9144,18.0,7.0
IND465683AAA,IND465001AAA,FTL,1.4,0.9230769230769231,39,22.4509,36.0,28.0
IND560043AAC,IND560064AAA,Carting,1.5294117647058822,0.8461538461538461,39,12.8184,24.0,17.0
IND462022AAA,IND465669AAB,FTL,2.0714285714285716,1.0,39,30.3348,42.0,21.0
IND322201AAA,IND303503AAA,Carting,1.6666666666666667,0.9487179487179487,39,9.6799,10.0,6.0
IND000000ACB,IND110043AAA,Carting,1.9,0.7948717948717948,39,10.0493,16.0,9.0
IND621306AAA,IND625106AAA,FTL,1.1666666666666667,0.41025641025641024,39,24.0799,28.0,25.0
IND421302AAG,IND400072AAA,Carting,2.272727272727273,0.9743589743589743,39,11.7813,19.0,9.0
IND495334AAB,IND491995AAB,Carting,0.9365384615384615,0.2894736842105263,38,13.2614,15.0,20.0
IND415124AAA,IND415605AAA,FTL,1.060926687393441,0.23684210526315788,38,24.801299999999998,54.5,46.0
IND641607AAA,IND641062AAD,FTL,1.7954545454545454,1.0,38,25.8703,37.5,21.0
IND302014AAB,IND302004AAA,Carting,1.4166666666666665,0.6578947368421053,38,11.418,17.0,11.0
IND416510AAA,IND416606AAA,Carting,1.6666666666666667,0.868421052631579,38,11.6664,18.0,10.0
IND382421AAA,IND382430AAB,Carting,2.145833333333333,0.8947368421052632,38,12.73465,22.0,9.0
IND712311AAA,IND700053AAA,Carting,2.8562091503267975,0.9210526315789473,38,13.5472,37.5,11.5
IND224001AAA,IND224141AAB,Carting,3.0,0.8947368421052632,38,9.5856,20.5,6.0
IND581119AAB,IND577002AAA,Carting,1.4772727272727273,0.9210526315789473,38,11.45475,17.0,11.0
IND224141AAB,IND224122AAA,Carting,3.3125,0.9736842105263158,38,10.01585,19.0,6.5
IND563101AAB,IND563131AAA,Carting,1.5634920634920635,0.8421052631578947,38,9.5582,11.0,7.0
IND585314AAA,IND585104AAA,Carting,2.0,0.8648648648648649,37,10.0385,16.0,9.0
IND829121AAA,IND834002AAB,Carting,2.5,0.8378378378378378,37,11.0394,18.0,10.0
IND628613AAA,IND627005AAA,Carting,1.3333333333333333,0.6756756756756757,37,13.9905,16.0,12.0
IND560099AAB,IND560002AAA,Carting,1.1111111111111112,0.3783783783783784,37,11.7726,15.0,13.0
IND422605AAA,IND413709AAA,Carting,1.75,1.0,37,9.7818,15.0,9.0
IND362001AAA,IND362220AAA,Carting,1.75,0.9444444444444444,36,10.9916,14.0,7.5
IND587103AAB,IND582209AAA,FTL,1.8811764705882352,1.0,36,27.40915,44.0,23.0
IND535001AAA,IND530012AAA,Carting,1.7777777777777777,1.0,36,10.920449999999999,23.0,10.0
IND627657AAA,IND628613AAA,Carting,1.1622807017543861,0.4166666666666667,36,10.5903,12.0,15.0
IND560043AAC,IND562132AAA,Carting,1.6019736842105263,0.75,36,12.23255,26.5,15.0
IND741156AAA,IND742101AAC,Carting,2.5584415584415585,1.0,36,9.525649999999999,14.5,6.0
IND610001AAA,IND614715AAA,Carting,1.6666666666666667,0.9444444444444444,36,10.86075,16.0,9.5
IND605601AAA,IND600056AAB,FTL,1.5750000000000002,0.8888888888888888,36,25.794150000000002,32.0,20.0
IND631102AAA,IND600056AAB,FTL,1.660919540229885,1.0,36,28.9394,43.0,26.0
IND441904AAB,IND441912AAA,Carting,1.6,0.8888888888888888,36,10.37545,16.0,9.0
IND244901AAB,IND246725AAB,FTL,1.3827838827838828,0.6666666666666666,36,30.341450000000002,32.5,28.5
IND586128AAA,IND585104AAA,Carting,2.236111111111111,0.9722222222222222,36,10.248349999999999,18.0,7.0
IND516390AAA,IND515004AAA,FTL,1.6594202898550725,0.9722222222222222,36,24.6998,42.5,23.5
IND625008AAA,IND626123AAA,FTL,2.0,1.0,36,25.01585,34.0,17.0
IND638701AAA,IND641607AAA,Carting,1.8452380952380953,0.9722222222222222,36,9.05685,15.5,8.0
IND712311AAA,IND732103AAB,FTL,2.5357142857142856,1.0,36,24.3134,43.0,17.0
IND560300AAA,IND560078AAC,Carting,2.545454545454546,0.7222222222222222,36,10.86495,25.5,11.0
IND305001AAC,IND305901AAA,FTL,2.0,0.9722222222222222,36,23.24485,32.0,17.0
IND516269AAA,IND516390AAA,FTL,1.5,0.9722222222222222,36,24.5417,33.0,22.0
IND244001AAA,IND263153AAB,FTL,1.8661684782608696,0.9722222222222222,36,27.0001,42.0,26.5
IND134109AAA,IND160002AAC,Carting,1.481818181818182,0.6666666666666666,36,9.89565,14.5,9.0
IND247554AAA,IND248001AAA,FTL,1.5263157894736843,0.75,36,25.3303,39.5,30.5
IND712124AAA,IND712103AAA,Carting,2.95,1.0,36,9.72185,23.5,9.0
IND600044AAD,IND600056AAB,Carting,1.6515151515151516,0.8611111111111112,36,12.42735,20.5,11.0
IND722122AAA,IND713205AAB,Carting,1.7100840336134453,0.9166666666666666,36,12.47515,17.0,10.0
IND533003AAA,IND533401AAA,FTL,1.9023809523809523,1.0,36,25.6244,30.5,20.0
IND524201AAA,IND523002AAA,FTL,1.280392156862745,0.6666666666666666,36,24.460500000000003,22.0,17.0
IND600056AAB,IND600016AAC,Carting,1.8166666666666667,0.9166666666666666,36,10.0296,14.0,8.0
IND614715AAA,IND614809AAA,Carting,1.8675213675213675,0.6666666666666666,36,14.81905,17.0,12.0
IND000000ACB,IND110024AAA,Carting,1.7571428571428571,0.9166666666666666,36,12.1812,21.5,12.0
IND609001AAA,IND614018AAA,FTL,1.9821428571428572,1.0,36,29.7508,47.5,27.0
IND121001AAA,IND121004AAB,Carting,2.0,0.9142857142857143,35,9.7113,16.0,7.0
IND000000ACB,IND110092AAC,Carting,1.3333333333333333,0.5714285714285714,35,11.3937,13.0,11.0
IND125005AAA,IND000000ACB,FTL,1.5238095238095237,0.8,35,23.8908,33.0,24.0
IND451666AAA,IND424006AAA,FTL,2.4444444444444446,1.0,35,23.871,36.0,16.0
IND302014AAB,IND303008AAB,Carting,1.4285714285714286,0.6571428571428571,35,10.1125,13.0,8.0
IND431203AAA,IND431112AAB,Carting,2.0,0.9714285714285714,35,10.316,13.0,7.0
IND125001AAA,IND335513AAA,FTL,1.7272727272727273,0.9142857142857143,35,24.5505,38.0,22.0
IND764001AAC,IND764059AAA,Carting,2.0,0.9428571428571428,35,9.192,13.0,6.0
IND635802AAB,IND635601AAB,Carting,1.625,0.8285714285714286,35,9.715,14.0,7.0
IND854326AAB,IND852131AAA,FTL,1.8235294117647058,1.0,35,25.9712,34.0,18.0
IND600056AAB,IND605601AAA,FTL,1.3333333333333333,0.6571428571428571,35,24.5149,28.0,21.0
IND680012AAA,IND679303AAA,Carting,1.4,0.8571428571428571,35,11.5242,16.0,10.0
IND421601AAB,IND421302AAG,Carting,2.2222222222222223,0.9714285714285714,35,9.9762,16.0,7.0
IND561207AAB,IND562108AAA,Carting,1.0909090909090908,0.34285714285714286,35,11.131,16.0,12.0
IND603102AAA,IND600056AAB,FTL,1.88,1.0,35,24.0468,44.0,22.0
IND580028AAA,IND590016AAA,FTL,1.875,1.0,35,23.9485,31.0,16.0
IND212402AAA,IND211002AAB,Carting,4.0,1.0,35,10.7476,26.0,8.0
IND695012AAA,IND691001AAB,FTL,1.2941176470588236,0.6285714285714286,35,25.0622,32.0,27.0
IND184104AAA,IND160002AAC,FTL,1.5,0.8571428571428571,35,23.3914,31.0,20.0
IND416012AAA,IND415612AAA,FTL,2.4016018306636155,0.9705882352941176,34,26.77375,51.5,19.0
IND562132AAA,IND560060AAB,Carting,1.3660714285714286,0.6470588235294118,34,14.33435,19.5,14.0
IND582101AAB,IND580028AAA,FTL,2.625,1.0,34,23.4792,39.5,16.0
IND209304AAA,IND206122AAA,FTL,1.4722222222222223,0.7941176470588235,34,24.85875,26.0,17.0
IND174101AAB,IND160002AAC,FTL,3.0852272727272725,0.8529411764705882,34,24.8874,46.0,25.0
IND607801AAA,IND606003AAA,Carting,2.1547619047619047,0.9705882352941176,34,11.0044,16.5,8.0
IND110030AAD,IND000000ACB,Carting,1.595959595959596,0.7647058823529411,34,10.1723,18.0,10.0
IND786001AAB,IND786602AAA,Carting,1.5555555555555556,0.8529411764705882,34,9.66255,12.5,8.0
IND421302AAN,IND400072AAB,Carting,2.487012987012987,0.9705882352941176,34,11.19655,18.0,8.0
IND691305AAA,IND689645AAA,Carting,2.3636363636363638,1.0,33,10.2567,22.0,9.0
IND390022AAA,IND382430AAB,FTL,1.55,0.9696969696969697,33,24.6716,27.0,17.0
IND804420AAA,IND803101AAA,FTL,2.625,1.0,33,22.8696,38.0,16.0
IND635601AAB,IND635802AAB,Carting,3.1666666666666665,0.8181818181818182,33,10.508,19.0,9.0
IND585211AAA,IND585222AAA,Carting,1.5,0.9696969696969697,33,10.1164,14.0,9.0
IND263153AAB,IND244715AAA,FTL,1.6829268292682926,0.6666666666666666,33,25.3438,40.0,37.0
IND700136AAG,IND712310AAA,Carting,4.555555555555555,1.0,33,11.774,38.0,9.0
IND302014AAB,IND302023AAA,Carting,2.0,0.8484848484848485,33,12.1237,17.0,9.0
IND583101AAA,IND583201AAA,FTL,2.375,1.0,33,23.4165,38.0,16.0
IND626138AAA,IND625008AAA,FTL,1.3,0.6060606060606061,33,23.6455,32.0,27.0
IND583201AAA,IND583227AAA,Carting,2.0,0.9696969696969697,33,12.8937,22.0,11.0
IND209206AAB,IND210301AAA,Carting,2.3333333333333335,0.9696969696969697,33,9.0146,11.0,6.0
IND785001AAA,IND785682AAA,FTL,1.8235294117647058,1.0,33,23.8217,35.0,16.0
IND562132AAA,IND560085AAA,Carting,1.6,0.7272727272727273,33,11.9521,21.0,11.0
IND206122AAA,IND206001AAA,FTL,1.4705882352941178,0.8484848484848485,33,23.7443,24.0,16.0
IND410401AAA,IND421302AAG,FTL,1.5714285714285714,0.8181818181818182,33,30.3457,36.0,25.0
IND282001AAF,IND283122AAB,Carting,2.111111111111111,0.8787878787878788,33,10.6381,14.0,8.0
IND515201AAA,IND515301AAA,Carting,2.2857142857142856,1.0,33,10.8176,17.0,7.0
IND303301AAB,IND303303AAA,Carting,1.3333333333333333,0.7575757575757576,33,9.4115,9.0,6.0
IND853204AAA,IND851204AAA,FTL,2.0555555555555554,1.0,33,22.3297,31.0,15.0
IND683511AAA,IND680104AAA,FTL,1.4166666666666667,0.696969696969697,33,25.9854,42.0,29.0
IND422103AAC,IND422605AAA,Carting,1.7321428571428572,0.90625,32,9.528749999999999,12.0,7.0
IND623526AAA,IND623704AAA,FTL,1.0,0.25,32,25.5185,34.0,32.0
IND521333AAA,IND521225AAB,FTL,2.3904761904761904,1.0,32,26.8353,53.5,23.0
IND000000ACA,IND142001AAB,FTL,1.5,0.90625,32,22.734099999999998,24.0,16.0
IND743347AAA,IND700053AAA,Carting,2.4,1.0,32,11.059149999999999,23.5,8.5
IND742102AAB,IND712311AAA,FTL,2.5,0.96875,32,26.58565,50.5,18.5
IND530012AAC,IND533106AAA,FTL,1.5833333333333335,0.84375,32,25.7188,28.0,18.0
IND784176AAA,IND781018AAB,FTL,2.0782828282828283,0.9375,32,30.30395,50.0,20.5
IND400072AAB,IND421302AAR,Carting,1.918831168831169,1.0,32,11.668,17.0,9.0
IND560078AAC,IND560099AAB,Carting,2.2153846153846155,0.78125,32,11.14685,23.5,11.5
IND507123AAA,IND506314AAA,FTL,1.265993265993266,0.53125,32,24.47585,35.5,29.0
IND741126AAB,IND741156AAA,Carting,2.416666666666667,0.96875,32,11.1825,16.0,7.0
IND731301AAA,IND713205AAB,FTL,1.718475073313783,1.0,32,29.4607,50.0,28.0
IND382715AAA,IND382430AAB,FTL,1.875598086124402,1.0,32,26.82045,42.0,21.5
IND712311AAA,IND826004AAA,FTL,1.1413953488372095,0.4375,32,31.653750000000002,26.0,24.0
IND173025AAA,IND160002AAC,FTL,2.1619915848527347,1.0,32,29.4034,53.5,25.0
IND000000ABG,IND501359AAF,Carting,2.1666666666666665,0.9354838709677419,31,11.1909,19.0,11.0
IND382721AAA,IND382430AAB,Carting,2.0833333333333335,0.9354838709677419,31,12.6871,18.0,10.0
IND411014AAA,IND411033AAA,Carting,2.0,0.9354838709677419,31,11.9837,22.0,12.0
IND176048AAA,IND175015AAA,FTL,1.951219512195122,1.0,31,34.115,77.0,44.0
IND577598AAB,IND573142AAA,FTL,1.9642857142857142,1.0,31,27.948,44.0,26.0
IND400102AAB,IND421302AAG,Carting,2.2,0.967741935483871,31,11.2098,22.0,10.0
IND462001AAA,IND462022AAA,Carting,4.0,1.0,31,9.7857,28.0,8.0
IND741123AAB,IND741126AAB,Carting,2.473684210526316,1.0,31,11.1238,18.0,7.0
IND301001AAB,IND321001AAB,FTL,1.7,1.0,31,23.7004,31.0,21.0
IND591123AAC,IND587103AAB,FTL,1.5454545454545454,0.9354838709677419,31,30.7889,40.0,24.0
IND523230AAA,IND523105AAA,FTL,1.4761904761904763,0.8387096774193549,31,23.12,28.0,21.0
IND842003AAB,IND483501AAA,FTL,2.3208333333333333,1.0,30,22.62325,34.5,15.5
IND605601AAA,IND636102AAA,FTL,1.35,0.6,30,27.390800000000002,27.5,21.0
IND396001AAA,IND395023AAD,Carting,1.492063492063492,0.8333333333333334,30,13.1763,14.5,10.0
IND845401AAA,IND845305AAA,FTL,2.6764705882352944,1.0,30,24.48185,47.5,18.0
IND686028AAB,IND689101AAA,Carting,1.3166666666666667,0.7666666666666667,30,10.1587,11.0,8.5
IND583101AAA,IND577535AAC,FTL,1.8333333333333333,1.0,30,8.29945,28.5,6.0
IND577501AAA,IND577002AAA,FTL,1.6985294117647058,1.0,30,22.95505,25.0,16.0
IND571426AAA,IND571104AAA,FTL,1.8300653594771241,0.9666666666666667,30,35.5531,44.0,31.0
IND685514AAA,IND625008AAA,FTL,1.4325757575757576,0.6666666666666666,30,29.331200000000003,42.5,33.0
IND360575AAA,IND360510AAB,Carting,1.55,0.8333333333333334,30,14.36,17.5,11.5
IND413709AAA,IND423109AAA,Carting,1.6181818181818182,0.6666666666666666,30,11.98785,18.0,11.0
IND785682AAA,IND786001AAB,FTL,2.0,1.0,30,33.85235,43.0,23.0
IND263153AAB,IND263002AAA,FTL,1.3585714285714285,0.6,30,25.77085,43.5,27.5
IND141003AAB,IND142026AAA,FTL,1.626984126984127,1.0,30,20.82745,27.0,16.0
IND502286AAB,IND502220AAC,FTL,1.7120689655172412,0.9666666666666667,30,34.3999,51.5,28.0
IND581400AAB,IND581325AAA,FTL,1.6186440677966103,0.7,30,63.209,21.0,59.0
IND521225AAB,IND521201AAA,FTL,1.5292307692307694,1.0,30,26.22635,39.5,26.0
IND380006AAB,IND382430AAB,Carting,2.803571428571429,1.0,30,9.02065,18.5,8.0
IND683511AAA,IND000000ABA,Carting,1.1153846153846154,0.43333333333333335,30,11.613050000000001,14.0,11.5
IND683511AAA,IND680012AAA,Carting,1.2287581699346406,0.5666666666666667,30,11.67585,18.5,9.5
IND583231AAA,IND583201AAA,Carting,2.5357142857142856,1.0,30,9.5749,18.0,7.5
IND431514AAA,IND431515AAA,FTL,2.1176470588235294,0.9666666666666667,30,15.58605,21.5,10.5
IND312605AAB,IND313001AAB,FTL,1.7770376175548588,0.9666666666666667,30,30.405700000000003,52.0,29.0
IND560300AAB,IND563130AAA,Carting,1.9,0.9666666666666667,30,10.3859,17.0,9.0
IND636705AAB,IND562132AAA,FTL,1.4402298850574713,0.9333333333333333,30,26.952399999999997,47.0,25.0
IND395023AAA,IND421302AAG,FTL,1.9285714285714286,0.9,30,28.312600000000003,32.0,20.5
IND504215AAA,IND505001AAB,FTL,1.5857843137254901,0.8333333333333334,30,20.392049999999998,28.0,18.5
IND585330AAE,IND585401AAA,FTL,1.7817460317460316,1.0,30,24.639049999999997,31.5,17.0
IND245101AAA,IND245304AAA,Carting,2.3842105263157896,0.7666666666666667,30,8.44975,17.5,9.5
IND302014AAB,IND302006AAC,Carting,2.25,0.9333333333333333,30,11.45865,25.0,11.0
IND585401AAA,IND502286AAB,FTL,1.9807692307692308,1.0,30,28.7489,51.5,27.0
IND201007AAB,IND110044AAB,Carting,1.370879120879121,0.6666666666666666,30,13.059750000000001,19.5,15.0
IND431708AAA,IND431514AAA,FTL,1.9409722222222223,1.0,30,20.82025,31.0,14.0
IND136118AAA,IND136128AAA,FTL,1.3484848484848484,0.8,30,14.6537,19.5,14.5
IND123401AAB,IND123106AAB,FTL,1.8478260869565217,0.9666666666666667,30,24.2686,34.5,22.0
IND244901AAB,IND243002AAA,FTL,1.9210526315789473,0.9333333333333333,30,23.9102,34.0,16.5
IND783348AAA,IND783129AAA,FTL,1.6962962962962962,1.0,30,33.396100000000004,47.5,27.0
IND273014AAB,IND274001AAA,FTL,2.5,1.0,30,23.14545,44.0,18.0
IND814133AAB,IND816109AAA,FTL,1.608695652173913,0.7931034482758621,29,29.279,42.0,27.0
IND68004AAA,IND683511AAA,Carting,1.8888888888888888,0.8275862068965517,29,11.7618,24.0,12.0
IND411033AAA,IND000000AAL,Carting,2.4545454545454546,0.896551724137931,29,13.8366,38.0,15.0
IND388121AAA,IND388620AAB,Carting,1.375,0.6551724137931034,29,10.9296,13.0,9.0
IND741156AAA,IND742102AAB,Carting,2.3333333333333335,1.0,29,9.4647,16.0,6.0
IND411033AAA,IND411021AAA,Carting,2.0,0.7586206896551724,29,10.0516,22.0,12.0
IND600056AAB,IND600076AAB,Carting,1.5555555555555556,0.7586206896551724,29,11.0427,14.0,12.0
IND110037AAM,IND110085AAB,Carting,1.8461538461538463,0.9655172413793104,29,11.306,23.0,13.0
IND466116AAA,IND462022AAA,FTL,2.111111111111111,0.9310344827586207,29,25.8112,38.0,24.0
IND503187AAA,IND503122AAA,FTL,1.625,1.0,29,24.9954,32.0,23.0
IND560300AAA,IND563101AAB,Carting,1.6666666666666667,0.896551724137931,29,10.066,11.0,7.0
IND303603AAB,IND302014AAB,Carting,1.5555555555555556,0.6551724137931034,29,11.3642,18.0,11.0
IND441206AAB,IND442605AAA,Carting,2.1666666666666665,1.0,29,10.0767,20.0,8.0
IND136128AAA,IND136027AAA,FTL,2.0588235294117645,1.0,29,23.7653,32.0,16.0
IND560002AAA,IND560099AAB,Carting,1.5625,0.7241379310344828,29,9.4355,25.0,11.0
IND160002AAC,IND181152AAA,FTL,1.4583333333333333,0.7586206896551724,29,23.566,28.0,20.0
IND401501AAA,IND401602AAA,Carting,2.3333333333333335,1.0,29,11.8469,19.0,10.0
IND781018AAB,IND793001AAA,FTL,2.1923076923076925,0.896551724137931,29,41.3381,70.0,29.0
IND846004AAA,IND847103AAA,FTL,2.3333333333333335,1.0,29,22.9881,31.0,21.0
IND413002AAA,IND413304AAA,Carting,2.0,1.0,29,10.1488,14.0,7.0
IND614018AAA,IND613104AAA,FTL,1.7647058823529411,1.0,29,25.1274,42.0,23.0
IND509203AAA,IND509301AAA,FTL,1.5119047619047619,0.9642857142857143,28,14.492900000000002,22.5,12.5
IND401104AAB,IND421302AAG,Carting,2.5392156862745097,1.0,28,17.301099999999998,36.0,14.0
IND246424AAA,IND246174AAA,FTL,1.2666666666666666,0.5714285714285714,28,33.8915,59.5,50.0
IND509001AAA,IND509203AAA,FTL,1.5833333333333333,0.8214285714285714,28,19.14515,26.0,17.0
IND403726AAA,IND575004AAB,FTL,1.76497277676951,1.0,28,25.72535,37.5,21.5
IND508213AAB,IND508001AAA,FTL,1.7291666666666665,1.0,28,25.985300000000002,38.0,18.5
IND847404AAB,IND842001AAA,FTL,4.1521739130434785,0.9285714285714286,28,31.62955,74.0,21.5
IND814101AAB,IND816107AAA,FTL,1.3666666666666667,0.75,28,25.53035,30.5,24.5
IND847212AAA,IND847226AAA,FTL,2.0,0.6071428571428571,28,21.7838,30.0,17.0
IND313001AAB,IND327001AAB,FTL,2.115131578947368,0.9642857142857143,28,28.7089,41.0,20.0
IND503185AAA,IND503187AAA,FTL,1.7727272727272727,0.9642857142857143,28,16.491799999999998,25.5,13.5
IND503122AAA,IND502110AAA,FTL,1.5788177339901477,1.0,28,20.60805,34.0,18.5
IND585104AAA,IND585307AAB,Carting,1.4,0.9642857142857143,28,10.8887,14.0,9.0
IND421302AAG,IND421401AAC,Carting,2.4318181818181817,0.9642857142857143,28,10.1301,15.0,7.0
IND691506AAA,IND691305AAA,Carting,1.5714285714285714,0.9642857142857143,28,10.33785,16.0,10.5
IND425508AAB,IND450331AAA,Carting,2.5,0.9642857142857143,28,9.8983,19.0,6.5
IND854326AAB,IND854311AAA,FTL,1.5339366515837103,0.9642857142857143,28,21.5263,26.0,15.0
IND285001AAD,IND285205AAB,FTL,1.554945054945055,0.7857142857142857,28,14.882649999999998,28.0,16.0
IND480334AAA,IND480106AAA,FTL,1.4907407407407407,1.0,28,19.6117,31.5,18.0
IND786181AAC,IND792121AAB,Carting,2.9375,1.0,28,10.42425,18.5,7.0
IND532001AAB,IND532127AAA,FTL,1.9166666666666665,1.0,28,18.51375,38.0,17.5
IND415709AAA,IND416012AAA,FTL,1.3478260869565217,0.5714285714285714,28,26.752200000000002,57.0,26.0
IND798601AAA,IND785001AAA,Carting,2.9545454545454546,1.0,28,15.6454,38.0,11.0
IND413501AAA,IND413401AAA,FTL,1.3846153846153846,1.0,28,19.3156,25.0,17.5
IND000000ACB,IND125005AAA,FTL,1.5750000000000002,0.9642857142857143,28,23.934549999999998,33.5,25.0
IND501359AAE,IND500008AAC,Carting,1.5505050505050506,1.0,28,13.873750000000001,18.0,12.5
IND691574AAA,IND695614AAA,Carting,1.5,1.0,28,11.3104,18.5,10.5
IND160002AAC,IND140301AAA,FTL,1.425925925925926,0.6071428571428571,28,19.49285,38.5,23.5
IND502110AAA,IND502313AAA,FTL,1.2727272727272727,0.6785714285714286,28,19.9723,26.0,17.5
IND723130AAA,IND723101AAA,FTL,1.8235294117647058,0.9642857142857143,28,15.703000000000001,28.5,11.0
IND262701AAA,IND262802AAA,FTL,2.267857142857143,1.0,28,16.69455,27.0,12.0
IND742101AAC,IND731237AAB,Carting,2.854166666666667,1.0,28,10.181650000000001,19.5,7.0
IND562132AAA,IND683511AAA,FTL,1.5195681511470984,0.8214285714285714,28,30.8947,44.5,29.0
IND121004AAB,IND121004AAA,Carting,1.875,0.9642857142857143,28,9.2515,10.0,7.0
IND383255AAB,IND384205AAA,FTL,1.1574074074074074,0.39285714285714285,28,27.806150000000002,33.0,27.0
IND382430AAB,IND388320AAA,FTL,0.75,0.1111111111111111,27,36.3377,26.0,31.0
IND380054AAA,IND382430AAB,Carting,1.9,1.0,27,11.8053,18.0,10.0
IND000000AAL,IND411033AAA,Carting,2.1666666666666665,1.0,27,14.1488,29.0,15.0
IND400701AAA,IND410206AAA,Carting,1.6,0.7037037037037037,27,10.786700000000002,14.0,9.0
IND520011AAA,IND521185AAA,Carting,1.6666666666666667,0.9259259259259259,27,10.5934,13.0,7.0
IND532201AAA,IND532222AAA,FTL,2.0,1.0,27,23.9029,34.0,21.0
IND560060AAB,IND560099AAB,Carting,1.3333333333333333,0.5925925925925926,27,10.1593,14.0,9.0
IND203135AAA,IND203396AAB,FTL,1.5,0.9259259259259259,27,24.8405,38.0,23.0
IND561203AAB,IND562101AAA,Carting,1.5,0.9629629629629629,27,9.5957,13.0,8.0
IND562101AAA,IND561207AAB,Carting,1.125,0.37037037037037035,27,9.2828,9.0,8.0
IND562117AAA,IND562132AAA,FTL,1.1111111111111112,0.4074074074074074,27,26.4946,37.0,31.0
IND151506AAA,IND151001AAA,FTL,1.1515151515151516,0.48148148148148145,27,26.3514,35.0,35.0
IND151302AAA,IND151505AAA,FTL,0.7714285714285715,0.2222222222222222,27,24.0955,20.0,35.0
IND148028AAA,IND147001AAB,FTL,1.6666666666666667,0.9629629629629629,27,23.0906,31.0,17.0
IND581402AAA,IND577401AAA,FTL,1.5,0.8518518518518519,27,28.2815,38.0,27.0
IND584101AAA,IND509124AAA,FTL,1.5384615384615385,1.0,27,22.6991,32.0,24.0
IND136027AAA,IND132039AAA,FTL,2.0,1.0,27,23.1094,34.0,21.0
IND585314AAA,IND586211AAA,Carting,1.5454545454545454,0.7777777777777778,27,10.165,16.0,12.0
IND124141AAA,IND000000ACB,FTL,1.7241379310344827,0.8888888888888888,27,27.5105,42.0,28.0
IND606801AAB,IND632006AAA,FTL,2.0,0.8888888888888888,27,24.9308,42.0,19.0
IND639001AAA,IND624001AAA,FTL,1.64,0.9629629629629629,27,25.6406,32.0,18.0
IND690548AAA,IND688009AAA,Carting,1.2222222222222223,0.5555555555555556,27,9.7876,12.0,10.0
IND68004AAA,IND678683AAA,FTL,2.1666666666666665,0.9259259259259259,27,23.1197,50.0,24.0
IND683511AAA,IND68004AAA,FTL,1.3333333333333333,0.8888888888888888,27,26.8372,34.0,22.0
IND531163AAA,IND535001AAA,Carting,2.25,1.0,27,9.1624,14.0,7.0
IND210001AAA,IND210427AAA,FTL,3.7333333333333334,1.0,27,22.5191,52.0,15.0
IND802158AAB,IND821115AAB,FTL,2.0,0.9629629629629629,27,20.1688,46.0,14.0
IND742149AAA,IND742148AAA,Carting,3.142857142857143,0.9629629629629629,27,10.087,20.0,7.0
IND361001AAA,IND361305AAC,FTL,1.6666666666666667,1.0,27,23.577,25.0,16.0
IND764071AAB,IND530012AAA,Carting,1.837837837837838,0.8518518518518519,27,10.6496,13.0,7.0
IND344001AAA,IND342301AAA,FTL,1.25,0.6666666666666666,27,25.257,26.0,18.0
IND431603AAA,IND431708AAA,FTL,1.9411764705882353,1.0,27,22.4294,30.0,15.0
IND515401AAB,IND515801AAA,FTL,2.5,1.0,27,23.1689,33.0,16.0
IND245304AAA,IND245101AAA,Carting,1.8461538461538463,0.9259259259259259,27,9.113,15.0,10.0
IND411021AAA,IND411033AAA,Carting,1.5,0.6666666666666666,27,10.5226,16.0,12.0
IND442101AAB,IND445001AAB,FTL,2.1176470588235294,1.0,27,24.6815,36.0,17.0
IND731237AAB,IND731224AAA,Carting,3.375,1.0,27,10.9308,14.0,7.0
IND421302AAG,IND400701AAB,Carting,2.2857142857142856,1.0,27,10.8768,25.0,11.0
IND742101AAC,IND742303AAB,Carting,2.5714285714285716,0.8148148148148148,27,9.7648,18.0,7.0
IND742223AAA,IND742226AAA,Carting,1.7142857142857142,0.6666666666666666,27,10.2857,14.0,7.0
IND515865AAB,IND515761AAA,FTL,1.6861538461538461,1.0,26,20.5117,28.5,16.0
IND625106AAA,IND625008AAA,FTL,1.7453703703703702,0.8846153846153846,26,22.540349999999997,34.5,22.5
IND421302AAR,IND421004AAA,Carting,3.311111111111111,0.9230769230769231,26,11.62885,27.0,8.5
IND695101AAB,IND691574AAA,Carting,1.25,0.5384615384615384,26,7.20035,9.5,7.0
IND413531AAA,IND413517AAA,Carting,2.083333333333333,1.0,26,10.455300000000001,16.0,7.0
IND678683AAA,IND000000ABD,FTL,1.1851851851851851,0.4230769230769231,26,16.48605,27.0,18.0
IND388220AAA,IND388320AAA,Carting,1.809090909090909,0.9615384615384616,26,11.96645,19.0,11.0
IND600076AAB,IND600032AAB,Carting,2.5,1.0,26,9.79655,24.0,9.0
IND577535AAC,IND577522AAA,FTL,1.5,0.7692307692307693,26,24.828,25.5,17.0
IND421802AAA,IND411033AAA,FTL,1.3831521739130435,0.8076923076923077,26,24.8682,30.5,22.0
