source_id,destination_id,source,destination,delay_ratio,breach_rate,trip_count,route_type,median_distance
IND424304AAC,IND424006AAA,Sakri_DhuleRoad_D (Maharashtra),Dhule_MIDCAvdn_I (Maharashtra),10.0,1.0,2,FTL,56.7526
IND741201AAC,IND712311AAA,Ranaghat_ArickDPP_D (West Bengal),Kolkata_Dankuni_HB (West Bengal),10.0,1.0,1,FTL,80.1623
IND842003AAB,IND482002AAA,Jabalpur_Adhartal_IP (Madhya Pradesh),Jabalpur (Madhya Pradesh),10.0,1.0,2,Carting,11.25275
IND208012AAA,IND209304AAA,Kanpur_Central_D_7 (Uttar Pradesh),Kanpur_Central_H_6 (Uttar Pradesh),10.0,0.95,20,Carting,9.92775
IND208017AAA,IND209304AAA,Kanpur_Central_D_5 (Uttar Pradesh),Kanpur_Central_H_6 (Uttar Pradesh),10.0,0.9,10,Carting,12.94135
IND788713AAA,IND788026AAC,Karimganj_Alngjuri_D (Assam),Silchar_Sirikona_H (Assam),10.0,1.0,1,FTL,43.217
IND425409AAA,IND424006AAA,Shahada_Nandrbar_D (Maharashtra),Dhule_MIDCAvdn_I (Maharashtra),10.0,1.0,1,FTL,94.5602
IND395001AAA,IND395023AAD,Surat_Central_D_9 (Gujarat),Surat_Central_I_4 (Gujarat),10.0,1.0,9,Carting,14.4435
IND751002AAB,IND754103AAA,Bhubaneshwar_Hub (Orissa),Jagatsghpr_Markndpr_D (Orissa),10.0,1.0,9,FTL,33.9792
IND743270AAA,IND712311AAA,Helencha_ColnyDPP_D (West Bengal),Kolkata_Dankuni_HB (West Bengal),10.0,1.0,1,FTL,99.4823
IND302026AAA,IND302014AAB,Jaipur_Bhankrot_DC (Rajasthan),Jaipur_Central_I_7 (Rajasthan),10.0,1.0,2,Carting,22.155250000000002
IND424201AAA,IND424006AAA,Pachora_PcrrdDPP_D (Maharashtra),Dhule_MIDCAvdn_I (Maharashtra),10.0,1.0,1,Carting,85.721
IND482002AAA,IND842003AAB,Jabalpur (Madhya Pradesh),Jabalpur_Adhartal_IP (Madhya Pradesh),10.0,1.0,2,Carting,11.65375
IND844505AAB,IND842001AAA,HazratJandaha_HajiprRD_D (Bihar),Muzaffrpur_Bbganj_I (Bihar),10.0,1.0,11,FTL,73.7507
IND785634AAA,IND785001AAA,Mariani_Mainroad_D (Assam),Jorhat_RicMilRd_D (Assam),10.0,1.0,3,Carting,19.7611
IND847223AAA,IND842001AAA,Benipatti_WardNo1_D (Bihar),Muzaffrpur_Bbganj_I (Bihar),10.0,1.0,11,FTL,85.8712
IND785112AAC,IND785001AAA,Teok_Wardno3_D (Assam),Jorhat_RicMilRd_D (Assam),10.0,1.0,2,Carting,28.300199999999997
IND395009AAA,IND395023AAD,Surat_Central_D_12 (Gujarat),Surat_Central_I_4 (Gujarat),9.96875,1.0,12,Carting,14.991
IND395006AAA,IND395023AAD,Surat_Varachha_DC (Gujarat),Surat_Central_I_4 (Gujarat),9.733333333333333,1.0,3,Carting,14.9404
IND400072AAI,IND000000AFS,Mumbai_Chndivli_D (Maharashtra),Mumbai_Skynet_INT (Maharashtra),9.416666666666666,1.0,1,Carting,14.7276
IND521165AAA,IND521225AAB,Vuyyuru_BhogdDPP_D (Andhra Pradesh),Vijayawada_Rynapadu_H (Andhra Pradesh),9.3,1.0,1,FTL,35.6563
IND400072AAJ,IND400037AAA,Mumbai_Tejpal_I (Maharashtra),Mumbai Antop Hill (Maharashtra),9.0,1.0,2,Carting,13.96195
IND531001AAA,IND530012AAA,Anakapalle_Kothuru_D (Andhra Pradesh),Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),8.636363636363637,1.0,1,Carting,24.742099999999997
IND221010AAB,IND233001AAA,Varanasi_MahmurGj_IP (Uttar Pradesh),Ghazipur_Kaithwal_D (Uttar Pradesh),8.477272727272727,1.0,8,FTL,24.1389
IND425405AAA,IND424006AAA,Shirpur_KrantiNgr_D (Maharashtra),Dhule_MIDCAvdn_I (Maharashtra),8.447368421052632,1.0,12,FTL,50.27595
IND721102AAA,IND712311AAA,Midnapore_Talkui_D (West Bengal),Kolkata_Dankuni_HB (West Bengal),8.24731182795699,1.0,11,FTL,125.2333
IND249201AAA,IND249407AAA,Rishikesh_DC (Uttarakhand),Haridwar (Uttarakhand),8.166666666666668,1.0,12,FTL,21.9481
IND207123AAA,IND202001AAB,Kasganj_BnkrGate_D (Uttar Pradesh),Aligarh_KhirByps_I (Uttar Pradesh),8.098039215686274,1.0,1,FTL,70.0116
IND671315AAA,IND575004AAB,Kanhangad_Arangadi_D (Kerala),Mangalore_Kuntikna_H (Karnataka),8.01923076923077,1.0,2,FTL,80.5539
IND523201AAA,IND523002AAA,Addanki_Oilmilrd_D (Andhra Pradesh),Ongole_SubhVRTL_I (Andhra Pradesh),7.3125,1.0,1,FTL,37.6072
IND562125AAA,IND000000ACS,Bengaluru_Sarjapur_D (Karnataka),BLR_HSR_Layout_PC (Karnataka),7.125,1.0,1,Carting,16.7946
IND390022AAA,IND390020AAA,Vadodara_Karelibaug_DPC (Gujarat),Vadodara (Gujarat),6.8,1.0,1,Carting,13.4591
IND462021AAA,IND462001AAA,Bhopal_Indrapri_DC (Madhya Pradesh),Bhopal_Old City (Madhya Pradesh),6.7272727272727275,1.0,1,Carting,11.7024
IND283122AAB,IND282005AAA,Kirauli_AchneraRD_D (Uttar Pradesh),Agra (Uttar Pradesh),6.528787878787879,1.0,6,Carting,15.610599999999998
IND401602AAA,IND401501AAA,Dahanu_KetyDPP_D (Maharashtra),Boisar_OstwlEmp_D (Maharashtra),6.518518518518518,1.0,17,Carting,13.6213
IND621112AAA,IND620012AAA,Tiruchi_Samyaprm_D (Tamil Nadu),Tiruchi_Manikndm_H (Tamil Nadu),6.458333333333333,1.0,1,Carting,22.6467
IND854311AAA,IND854326AAB,Araria_Wardn13_D (Bihar),Purnia_Central_H_2 (Bihar),6.416666666666667,1.0,2,FTL,22.512999999999998
IND501401AAC,IND500010AAA,Medchal_MROoffce_D (Telangana),Hyderabad_Alwal_I (Telangana),6.404166666666667,1.0,10,Carting,14.449200000000001
IND443201AAA,IND000000AAZ,Chikhli_KKndrDPP_D (Maharashtra),Buldhana_Thsil3PL_D (Maharashtra),6.25,1.0,1,FTL,23.79
IND530043AAA,IND530012AAA,Visakhapatnam_VislkNgr_DC (Andhra Pradesh),Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),6.1875,1.0,2,Carting,12.548850000000002
IND201301AAD,IND110037AAM,NOI_RPC (Delhi),Delhi_Airport_H (Delhi),6.115384615384615,1.0,6,Carting,13.28005
IND686028AAB,IND686632AAA,Kottayam_Central_H_1 (Kerala),Kothanalloor_Majoor_D (Kerala),6.095238095238095,1.0,1,FTL,21.2599
IND600032AAB,IND600008AAC,Chennai_Hub (Tamil Nadu),Chennai_Egmore_DPC (Tamil Nadu),6.0,1.0,1,Carting,10.0476
IND370001AAA,IND370110AAA,Bhuj_DC (Gujarat),Anjar_DC (Gujarat),5.970588235294118,1.0,10,FTL,20.6241
IND311302AAA,IND305624AAA,Badnaur_BhmrdDPP_D (Rajasthan),Bijainagar_Central_DPP_1 (Rajasthan),5.882352941176471,1.0,6,FTL,23.25505
IND600004AAA,IND600008AAC,Chennai_Mylapore (Tamil Nadu),Chennai_Egmore_DPC (Tamil Nadu),5.826923076923077,1.0,2,Carting,12.086749999999999
IND370001AAA,IND370201AAA,Bhuj_DC (Gujarat),Gandhidham_Sector1A_IP (Gujarat),5.695652173913044,1.0,3,FTL,21.6017
IND501359AAE,IND501218AAC,Hyderabad_Shamshbd_H (Telangana),Shamshabad_Lngrguda_D (Telangana),5.631578947368421,1.0,2,Carting,16.7269
IND201007AAA,IND201007AAB,GZB_Mohan_Nagar_DPC (Uttar Pradesh),Ghaziabad_MohanNgr_C (Uttar Pradesh),5.5476190476190474,1.0,2,Carting,7.6333
IND713205AAB,IND722101AAB,Durgapur_Central_I_1 (West Bengal),Bankura_NapitDPP_D (West Bengal),5.364864864864865,0.5,2,Carting,26.115650000000002
IND211002AAB,IND211013AAA,Allahabad_Central_H_1 (Uttar Pradesh),Allahabad_Phaphamu_DC (Uttar Pradesh),5.309523809523809,1.0,14,Carting,10.1344
IND786181AAC,IND792120AAB,Margherita_CivilHPL_D (Assam),Changlang_Central_D_1 (Arunachal Pradesh),5.282608695652174,1.0,18,Carting,10.26015
IND000000AFT,IND400706AAA,Mumbai_Sanpada_I (Maharashtra),Mumbai_Nerul_D (Maharashtra),5.222222222222222,1.0,1,Carting,18.1351
IND821109AAA,IND802213AAB,Mohania_Bhabua_D (Bihar),Dinara_Wardno7_D (Bihar),5.1875,1.0,16,FTL,22.47405
IND854335AAA,IND852118A1B,Narpatganj_Central_DPP_1 (Bihar),,5.1875,1.0,2,FTL,13.363100000000001
IND400706AAA,IND000000AFT,Mumbai_Nerul_D (Maharashtra),Mumbai_Sanpada_I (Maharashtra),5.090909090909091,1.0,1,Carting,10.7606
IND636005AAA,IND636005AAC,Salem_Kadtmpty_H (Tamil Nadu),Salem_Kadtmpty_D (Tamil Nadu),5.083333333333333,1.0,1,Carting,15.441
IND686513AAA,IND686507AAA,Mundakayam_Central_D_1 (Kerala),Parakkdavu_KeRoad_D (Kerala),5.055555555555555,1.0,2,Carting,7.0229
IND274304AAA,IND274304AAB,Kushinagar_KasyaDPP_D (Uttar Pradesh),Padrauna_BawliDPPP_D (Uttar Pradesh),5.038461538461538,1.0,4,FTL,19.49525
IND411048AAA,IND411014AAA,Pune_East_D_8 (Maharashtra),PNQ Vadgaon Sheri DPC (Maharashtra),5.0,1.0,1,Carting,16.3611
IND842001AAA,IND848101AAA,Muzaffrpur_Bbganj_I (Bihar),Samastipur_Haripur_D (Bihar),5.0,1.0,3,FTL,22.458599999999997
IND400016AAB,IND400072AAB,Mumbai_MhimWest_C (Maharashtra),Mumbai Hub (Maharashtra),5.0,1.0,1,Carting,11.184
IND580002AAA,IND580028AAA,Dharwad_Dc (Karnataka),Hubli_Adargchi_IP (Karnataka),4.979166666666666,1.0,2,FTL,23.8393
IND742225AAA,IND742223AAA,Ragunthgnj_GopalDPP_D (West Bengal),Jangipur_Central_D_1 (West Bengal),4.857142857142857,1.0,18,Carting,6.96035
IND000000AFF,IND734203AAA,Darjeeling_Hillcard_DC (West Bengal),Kurseong_ABPath_D (West Bengal),4.842105263157895,1.0,3,FTL,27.8663
IND211002AAB,IND211011AAA,Allahabad_Central_H_1 (Uttar Pradesh),Allahabad_Central_D_5 (Uttar Pradesh),4.625,1.0,7,Carting,10.0319
IND796009AAA,IND796321AAB,Aizawl_HunthrVg_I (Mizoram),Champhai_AwmpiVng_D (Mizoram),4.583333333333333,1.0,13,FTL,59.799800000000005
IND742202AAA,IND732103AAA,Dhulian_RatanDPP_D (West Bengal),Malda_krshnPly_DC (West Bengal),4.571207430340557,1.0,2,FTL,25.594250000000002
IND395004AAB,IND395023AAD,Surat_Central_D_3 (Gujarat),Surat_Central_I_4 (Gujarat),4.555555555555555,1.0,5,Carting,10.1192
IND700136AAG,IND712310AAA,Kolkata_Narynpur_C (West Bengal),Kolkata_Dankuni_P (West Bengal),4.555555555555555,1.0,33,Carting,11.774
IND311301AAA,IND305624AAA,Asind_BsStdDPP_D (Rajasthan),Bijainagar_Central_DPP_1 (Rajasthan),4.545138888888889,1.0,6,FTL,23.60095
IND421302AAR,IND421301AAA,Mumbai_East_I_21 (Maharashtra),Mumbai_Kalyan West _Dc (Maharashtra),4.5,1.0,19,Carting,11.3603
IND700065AAB,IND712310AAA,CCU_Beleghta_CP (West Bengal),Kolkata_Dankuni_P (West Bengal),4.487179487179487,1.0,22,Carting,11.408100000000001
IND431603AAA,IND431401AAA,Nanded_Aswningr_I (Maharashtra),Parbhani_Rjndrngr_D (Maharashtra),4.479166666666666,0.75,4,Carting,14.15645
IND713205AAB,IND713148AAA,Durgapur_Central_I_1 (West Bengal),Panagarh_Central_D_1 (West Bengal),4.444444444444445,1.0,3,FTL,22.3882
IND462042AAA,IND462022AAA,Bhopal_Kolar Mandakni (Madhya Pradesh),Bhopal_Trnsport_H (Madhya Pradesh),4.424242424242424,1.0,10,Carting,10.2113
IND505326AAB,IND505001AAB,,Karimnagar_KamnHbRD_I (Telangana),4.389830508474576,1.0,1,FTL,63.468599999999995
IND530018AAA,IND531162AAA,Vizag _NAD (Andhra Pradesh),Vishakhapatnam (Andhra Pradesh),4.375,1.0,1,Carting,12.2135
IND781102AAA,IND781018AAB,Hajo_Sardala_D (Assam),Guwahati_Hub (Assam),4.345588235294118,1.0,2,Carting,38.87455
IND462022AAA,IND462042AAA,Bhopal_Trnsport_H (Madhya Pradesh),Bhopal_Kolar Mandakni (Madhya Pradesh),4.333333333333333,1.0,1,Carting,20.8394
IND796321AAB,IND796009AAA,Champhai_AwmpiVng_D (Mizoram),Aizawl_HunthrVg_I (Mizoram),4.332107843137255,1.0,8,FTL,62.6778
IND852118AAA,IND852111AAA,Forbesganj_JhumanCk_D (Bihar),Simrahi_Bazar_D (Bihar),4.294117647058823,1.0,2,FTL,21.03915
IND275503AAA,IND275303AAA,Ghosi_Jamalpur_D (Uttar Pradesh),Dohrighat_AzmrdDPP_D (Uttar Pradesh),4.26923076923077,1.0,4,FTL,18.88785
IND390020AAA,IND390022AAA,Vadodara (Gujarat),Vadodara_Karelibaug_DPC (Gujarat),4.261904761904762,1.0,2,Carting,7.68985
IND388320AAA,IND388121AAA,Anand_Vaghasi_IP (Gujarat),Anand_VUNagar_DC (Gujarat),4.25,1.0,1,Carting,10.2572
IND788026AAC,IND799250AAA,Silchar_Sirikona_H (Assam),Dharmanagr_Ranakant_D (Tripura),4.23792270531401,1.0,4,FTL,29.95845
IND421302AAR,IND421302AAF,Mumbai_East_I_21 (Maharashtra),Mumbai_Kalyan (Maharashtra),4.235294117647059,1.0,1,Carting,20.5132
IND788806AAA,IND788713AAA,Badarpur_Konapara_D (Assam),Karimganj_Alngjuri_D (Assam),4.230769230769231,1.0,1,FTL,19.7019
IND424006AAA,IND423105AAA,Dhule_MIDCAvdn_I (Maharashtra),Malegaon_Rawlgaon_D (Maharashtra),4.205882352941177,1.0,1,FTL,47.7911
IND211008AAA,IND211002AAB,Allahabad_Central_D_3 (Uttar Pradesh),Allahabad_Central_H_1 (Uttar Pradesh),4.166666666666667,1.0,18,Carting,9.7245
IND713303AAA,IND713364AAB,Asansol_DC (West Bengal),Rupnarayanpur_Salanpur_D (West Bengal),4.166666666666666,1.0,6,FTL,23.33255
IND847404AAB,IND842001AAA,Jhanjharpur_Nagar_D (Bihar),Muzaffrpur_Bbganj_I (Bihar),4.1521739130434785,0.9285714285714286,28,FTL,31.62955
IND275101AAA,IND275503AAA,Mau_BaliaMod_D (Uttar Pradesh),Ghosi_Jamalpur_D (Uttar Pradesh),4.136363636363637,1.0,2,FTL,15.9229
IND370615AAB,IND370001AAA,Nakhatrana_ClgRDDPP_D (Gujarat),Bhuj_DC (Gujarat),4.122159090909091,1.0,4,FTL,34.53415
IND331304AAA,IND332001AAB,Taranagar_RajRdDPP_D (Rajasthan),Sikar_FatehpRd_I (Rajasthan),4.104020979020979,1.0,2,FTL,133.25195000000002
IND700026AAC,IND712311AAA,CCU_Lake Avenue_DPC (West Bengal),Kolkata_Dankuni_HB (West Bengal),4.086956521739131,1.0,7,Carting,13.6388
IND788026AAC,IND788121AAA,Silchar_Sirikona_H (Assam),Kabuganj_Jantaclg_D (Assam),4.05,1.0,2,FTL,28.34085
IND713205AAB,IND722202AAA,Durgapur_Central_I_1 (West Bengal),Barjora_Central_DPP_1 (West Bengal),4.039772727272727,1.0,6,Carting,8.815150000000001
IND201007AAB,IND201007AAA,Ghaziabad_MohanNgr_C (Uttar Pradesh),GZB_Mohan_Nagar_DPC (Uttar Pradesh),4.035714285714286,1.0,2,Carting,11.77685
IND395023AAA,IND394221AAA,Surat_HUB (Gujarat),Surat_Pandesra_Gateway (Gujarat),4.0133689839572195,1.0,2,Carting,14.55975
IND400102AAC,IND400052AAA,Mumbai_Jogshwri_I (Maharashtra),Mumbai_Khar West _Dc (Maharashtra),4.007142857142857,0.875,8,Carting,10.92555
IND713130AAA,IND741126AAB,Katwa_BSarani_D (West Bengal),Nakashipara_MaxDPP_D (West Bengal),4.0,1.0,3,Carting,11.5399
IND506314AAA,IND506002AAA,Rayaparthi_Perkadrd_D (Telangana),Warangal_HunterRd_I (Telangana),4.0,0.9411764705882353,17,FTL,24.6262
IND742148AAA,IND742225AAA,Lalgola_KrsprDPP_D (West Bengal),Ragunthgnj_GopalDPP_D (West Bengal),4.0,1.0,25,Carting,9.1734
IND573116AAA,IND571426AAA,Channaraya_patna_D (Karnataka),Krishnarajpet_MuruPost_D (Karnataka),4.0,0.5,2,FTL,16.12285
IND110085AAB,IND110083AAA,Delhi_Rohini_DPC (Delhi),Delhi_Mangol_DC (Delhi),4.0,1.0,3,Carting,11.9201
IND000000ACB,IND301705AAA,Gurgaon_Bilaspur_HB (Haryana),Neemrana_Rcocmplx_D (Rajasthan),4.0,1.0,3,FTL,22.5439
IND700053AAA,IND712311AAA,CCU_New Alipore_DPC (West Bengal),Kolkata_Dankuni_HB (West Bengal),4.0,1.0,17,Carting,12.6251
IND212402AAA,IND211002AAB,Phulpur_Shekhpur_D (Uttar Pradesh),Allahabad_Central_H_1 (Uttar Pradesh),4.0,1.0,35,Carting,10.7476
IND462001AAA,IND462022AAA,Bhopal_Old City (Madhya Pradesh),Bhopal_Trnsport_H (Madhya Pradesh),4.0,1.0,31,Carting,9.7857
IND110083AAA,IND110085AAB,Delhi_Mangol_DC (Delhi),Delhi_Rohini_DPC (Delhi),3.9714285714285715,0.5,2,Carting,7.987500000000001
IND600044AAD,IND603203AAA,Chennai_Chrompet_DPC (Tamil Nadu),Chennai_Potheri (Tamil Nadu),3.9444444444444446,1.0,4,Carting,9.40985
IND852113AAA,IND852201AAA,Madhepura_Krishnpr_D (Bihar),Saharsa_Gangjala_D (Bihar),3.9411764705882355,1.0,1,FTL,22.5405
IND712311AAA,IND712410AAC,Kolkata_Dankuni_HB (West Bengal),Tarkeshwar_Naraynpr_D (West Bengal),3.9075391180654337,1.0,6,FTL,39.6132
IND415408AAC,IND416012AAA,Shirala_Central_DPP_3 (Maharashtra),Kolhapur_Shivaji_I (Maharashtra),3.903133903133903,0.7,10,FTL,34.64505
IND583201AAA,IND583119AAA,Hospet (Karnataka),Sandur_WrdN1DPP_D (Karnataka),3.902173913043478,1.0,14,FTL,14.5885
IND571124AAA,IND570020AAA,Tirumakudalu_Narasipr_D (Karnataka),Mysore_Yadvgiri_IP (Karnataka),3.8863636363636362,1.0,14,FTL,25.67035
IND791109AAA,IND787001AAA,Nirjuli_BageDPP_D (Arunachal Pradesh),LakhimpurN_SashPhkn_D (Assam),3.882591093117409,1.0,2,FTL,23.44545
IND421301AAA,IND421302AAR,Mumbai_Kalyan West _Dc (Maharashtra),Mumbai_East_I_21 (Maharashtra),3.875,1.0,8,Carting,11.80105
IND122001AAA,IND110037AAM,GGN_DPC (Haryana),Delhi_Airport_H (Delhi),3.8666666666666667,1.0,1,Carting,13.2356
IND563125AAB,IND560300AAA,Chintamani_Central_D_2 (Karnataka),Bengaluru_KGAirprt_HB (Karnataka),3.849056603773585,1.0,3,Carting,59.112199999999994
IND173212AAA,IND134102AAA,Solan_MohanPrk_D (Himachal Pradesh),Kalka_Pinjore_DC (Haryana),3.8484848484848486,1.0,2,FTL,43.25705000000001
IND828111AAA,IND826004AAA,Dhanbad_Jharia_DC (Jharkhand),Dhanbad_Kalynpur_I (Jharkhand),3.7727272727272725,1.0,6,Carting,11.93115
IND477001AAA,IND474003AAA,Bhind_BhrolDPP_D (Madhya Pradesh),Gwalior_HrihrNgr_I (Madhya Pradesh),3.7509803921568627,1.0,4,FTL,23.45055
IND788806AAA,IND788026AAC,Badarpur_Konapara_D (Assam),Silchar_Sirikona_H (Assam),3.75,1.0,9,FTL,23.492099999999997
IND210001AAA,IND210427AAA,Banda_GayatriN_D (Uttar Pradesh),Mahoba_Mlkpura_D (Uttar Pradesh),3.7333333333333334,1.0,27,FTL,22.5191
IND500008AAC,IND500084AAB,Hyderabad_Tolichwk_I (Telangana),Hyderabad_Kondapur_D (Telangana),3.7333333333333334,1.0,2,Carting,6.940049999999999
IND442001AAA,IND442101AAB,Wardha_RamaNgr_D (Maharashtra),Deoli_Central_DPP_2 (Maharashtra),3.730769230769231,1.0,4,FTL,17.883650000000003
IND713205AAB,IND722143AAB,Durgapur_Central_I_1 (West Bengal),Mejia_Central_D_1 (West Bengal),3.72,1.0,9,FTL,32.0979
IND854326AAB,IND854334AAA,Purnia_Central_H_2 (Bihar),Raniganj_Central_DPP_1 (Bihar),3.6923076923076925,1.0,3,FTL,24.8469
IND722154AAA,IND712311AAA,MirzapurWB_VidyaDPP_D (West Bengal),Kolkata_Dankuni_HB (West Bengal),3.6923076923076925,1.0,3,FTL,15.7633
IND203001AAA,IND203131AAA,Bulndshahr_Ymunpurm_D (Uttar Pradesh),Khurja_Pnjbiyon_D (Uttar Pradesh),3.6826923076923075,1.0,4,FTL,17.43265
IND754142AAA,IND754211AAA,Paradip_Udyabata_D (Orissa),Kendrpara_Kapleswr_D (Orissa),3.68,1.0,1,FTL,36.5854
IND333001AAA,IND333028AAA,Jhunjhunu_DC (Rajasthan),Sultana_Central_DPP_1 (Rajasthan),3.6547619047619047,0.5,2,FTL,18.00435
IND842001AAA,IND843109AAB,Muzaffrpur_Bbganj_I (Bihar),Kanti_Central_DPP_2 (Bihar),3.6428571428571432,1.0,22,Carting,8.29875
IND209304AAA,IND208019AAA,Kanpur_Central_H_6 (Uttar Pradesh),Kanpur_Rawatpur_D (Uttar Pradesh),3.642857142857143,0.9230769230769231,26,Carting,12.207650000000001
IND848101AAA,IND844505AAB,Samastipur_Haripur_D (Bihar),HazratJandaha_HajiprRD_D (Bihar),3.6388888888888893,1.0,12,FTL,25.66375
IND791110AAA,IND787001AAA,Naharlagun_JmpuCntr_D (Arunachal Pradesh),LakhimpurN_SashPhkn_D (Assam),3.607638888888889,1.0,2,FTL,24.49105
IND477001AAB,IND474003AAA,Bhind_EtwahDPP_D (Madhya Pradesh),Gwalior_HrihrNgr_I (Madhya Pradesh),3.6,1.0,17,FTL,24.9505
IND400015AAB,IND400072AAB,Mumbai_CotnGren_M (Maharashtra),Mumbai Hub (Maharashtra),3.6,0.8888888888888888,9,Carting,14.372
IND788121AAA,IND796081AAA,Kabuganj_Jantaclg_D (Assam),Kolasib_Diakkawn_D (Mizoram),3.5789473684210527,1.0,9,FTL,28.0039
IND201007AAA,IND201005AAA,GZB_Mohan_Nagar_DPC (Uttar Pradesh),Ghaziabad_RjndrNgr_DC (Uttar Pradesh),3.5697115384615383,1.0,2,Carting,11.59145
IND274402AAA,IND274304AAB,Kushinagar_JiswlDPP_D (Uttar Pradesh),Padrauna_BawliDPPP_D (Uttar Pradesh),3.5384615384615383,1.0,2,FTL,18.64955
IND144001AAB,IND144601AAA,Jalandhar_DPC (Punjab),Kapurthala_DC (Punjab),3.53125,1.0,4,FTL,19.320349999999998
IND173220AAA,IND173212AAA,Parwanoo_Central_D_1 (Himachal Pradesh),Solan_MohanPrk_D (Himachal Pradesh),3.53125,1.0,1,FTL,41.0419
IND852201AAA,IND852113AAA,Saharsa_Gangjala_D (Bihar),Madhepura_Krishnpr_D (Bihar),3.514705882352941,1.0,12,FTL,22.85785
IND713128AAB,IND731301AAA,Guskhara_Itachnda_D (West Bengal),Nanoor_Central_DPP_1 (West Bengal),3.5,1.0,2,FTL,20.4263
IND233001AAA,IND275503AAA,Ghazipur_Kaithwal_D (Uttar Pradesh),Ghosi_Jamalpur_D (Uttar Pradesh),3.5,1.0,3,FTL,21.2333
IND211011AAA,IND212501AAA,Allahabad_Central_D_5 (Uttar Pradesh),Soraon_BypassRD_D (Uttar Pradesh),3.5,1.0,23,Carting,12.3108
IND802213AAB,IND802212AAA,Dinara_Wardno7_D (Bihar),Bikramgang_Dehrird_D (Bihar),3.5,1.0,5,FTL,19.7494
IND700028AAB,IND712311AAA,CCU_DumDum_DPC (West Bengal),Kolkata_Dankuni_HB (West Bengal),3.5,1.0,15,Carting,11.4562
IND562114AAA,IND560067AAC,Hoskote_DC (Karnataka),Bengaluru_Kadugodi_D (Karnataka),3.4444444444444446,1.0,7,Carting,11.492299999999998
IND712311AAA,IND700065AAA,Kolkata_Dankuni_HB (West Bengal),CCU_Beliaghata_DPC (West Bengal),3.4375,1.0,56,Carting,10.85155
IND785682AAA,IND785690AAB,Sivasagar_Babupaty_D (Assam),Sonari_Central_DPP_1 (Assam),3.4285714285714284,1.0,5,Carting,10.2143
IND851127AAA,IND842001AAA,Manjhaul_Purbari_D (Bihar),Muzaffrpur_Bbganj_I (Bihar),3.4285714285714284,1.0,65,FTL,24.5357
IND274402AAA,IND274301AAB,Kushinagar_JiswlDPP_D (Uttar Pradesh),Kaptanganj_Subshngr_D (Uttar Pradesh),3.4117647058823533,1.0,2,FTL,21.5529
IND742121AAA,IND742101AAC,Nowda_AmtlaDPP_D (West Bengal),Baharampur_Chuanpur_I (West Bengal),3.4,1.0,11,Carting,12.2259
IND233001AAA,IND275101AAA,Ghazipur_Kaithwal_D (Uttar Pradesh),Mau_BaliaMod_D (Uttar Pradesh),3.3918269230769234,1.0,6,FTL,20.6916
IND852131AAA,IND852139AAB,Supaul_SadrHsptl_D (Bihar),Triveninganj_Central_D_1 (Bihar),3.380952380952381,1.0,1,FTL,29.7371
IND731237AAB,IND731224AAA,Morgram_Kntgorya_D (West Bengal),Rampurhat_SrifoDPP_D (West Bengal),3.375,1.0,27,Carting,10.9308
IND144001AAB,IND160002AAC,Jalandhar_DPC (Punjab),Chandigarh_Mehmdpur_H (Punjab),3.375,1.0,7,FTL,23.3773
IND742121AAB,IND742101AAC,Nowda_ArhamDPP_D (West Bengal),Baharampur_Chuanpur_I (West Bengal),3.3714285714285714,1.0,4,Carting,10.522300000000001
IND813102AAA,IND813203AAA,Banka_Wardno6_D (Bihar),Kahalgaon_NdiaTola_D (Bihar),3.347826086956522,1.0,3,FTL,30.512400000000003
IND631501AAA,IND600056AAB,Kanchipuram_DC (Tamil Nadu),MAA_Poonamallee_HB (Tamil Nadu),3.3412698412698414,0.75,4,Carting,11.2663
IND732103AAA,IND732138AAA,Malda_krshnPly_DC (West Bengal),Bamangola_Central_D_1 (West Bengal),3.34,1.0,4,FTL,20.2359
IND785690AAB,IND785682AAA,Sonari_Central_DPP_1 (Assam),Sivasagar_Babupaty_D (Assam),3.3392857142857144,1.0,40,Carting,11.367550000000001
IND571114AAA,IND570020AAA,HDKote_BegurRD_D (Karnataka),Mysore_Yadvgiri_IP (Karnataka),3.3333333333333335,1.0,15,FTL,26.0668
IND400037AAA,IND400072AAJ,Mumbai Antop Hill (Maharashtra),Mumbai_Tejpal_I (Maharashtra),3.3333333333333335,1.0,7,Carting,14.5401
IND580028AAA,IND580002AAA,Hubli_Adargchi_IP (Karnataka),Dharwad_Dc (Karnataka),3.333333333333333,1.0,6,FTL,26.473
IND380005AAA,IND382721AAA,Amd_Chandkheda_Dc (Gujarat),Gandhinagar_Kalol_DC (Gujarat),3.32967032967033,0.75,4,Carting,9.65305
IND843329AAB,IND843301AAA,Sheohar_Ward9DPP_D (Bihar),Sitamari_Durma_D (Bihar),3.3157894736842106,1.0,7,FTL,26.2254
IND224141AAB,IND224122AAA,Gosainganj_Pakrela_D (Uttar Pradesh),Akbarpur_Auliyapr_D (Uttar Pradesh),3.3125,0.9736842105263158,38,Carting,10.01585
IND421302AAR,IND421004AAA,Mumbai_East_I_21 (Maharashtra),Mumbai_Ulhasngr_DC (Maharashtra),3.311111111111111,0.9230769230769231,26,Carting,11.62885
