source_id,destination_id,source,destination,delay_ratio,breach_rate,trip_count,route_type,median_distance
IND600008AAC,IND600056AAB,Chennai_Egmore_DPC (Tamil Nadu),MAA_Poonamallee_HB (Tamil Nadu),2.416666666666667,0.9782608695652174,46,Carting,10.539200000000001
IND741126AAB,IND741156AAA,Nakashipara_MaxDPP_D (West Bengal),Plassey_BtaiRoad_D (West Bengal),2.416666666666667,0.96875,32,Carting,11.1825
IND000000AFT,IND410206AAA,Mumbai_Sanpada_I (Maharashtra),Jasai_JNPT_D (Maharashtra),2.416666666666667,1.0,2,Carting,11.059550000000002
IND814112AAA,IND814133AAB,Deoghar_Barmasia_D (Jharkhand),Godda_Central_D_2 (Jharkhand),2.4166666666666665,0.9444444444444444,18,FTL,25.86365
IND764059AAA,IND764071AAB,Nabarangpr_PhdofDPP_D (Orissa),Pappadahandi_Central_DPP_2 (Orissa),2.4166666666666665,1.0,6,Carting,6.426349999999999
IND301001AAB,IND321606AAA,Alwar_Central_I_1 (Rajasthan),Kherli_GodamDPP_D (Rajasthan),2.415322580645161,1.0,6,FTL,30.844299999999997
IND803116AAA,IND803108AAB,Rajgir_PnditNGR_D (Bihar),Chandi_SH78_D (Bihar),2.414285714285714,1.0,26,FTL,20.71145
IND517501AAB,IND517644AAA,Tirupati_Balajicly_I (Andhra Pradesh),Sriklahsti_SDKNgr_D (Andhra Pradesh),2.4142156862745097,1.0,24,FTL,20.4923
IND784168AAB,IND784176AAA,Gohpur_Central_D_1 (Assam),Bishwanath_ChrliDPP_D (Assam),2.411764705882353,0.9411764705882353,17,FTL,26.733400000000003
IND464221AAA,IND470004AAA,GanjBasoda_MnRDDPP_D (Madhya Pradesh),Sagar_Bahreya_I (Madhya Pradesh),2.411764705882353,0.8,5,FTL,24.966900000000003
IND686507AAA,IND686513AAA,Parakkdavu_KeRoad_D (Kerala),Mundakayam_Central_D_1 (Kerala),2.4097222222222223,1.0,10,Carting,13.05035
IND246763AAA,IND246761AAA,Najibabad_KotdwrRD_D (Uttar Pradesh),Dhampur_NaginaRD_D (Uttar Pradesh),2.4092105263157895,1.0,22,FTL,22.02205
IND263401AAA,IND244713AAA,Kashipur_BajprDPP_D (Uttarakhand),Kashipur_Vaishali_D (Uttarakhand),2.409090909090909,1.0,1,FTL,24.3682
IND485001AAC,IND486771AAA,Satna_Central_I_2 (Madhya Pradesh),Churhat_Central_DPP_1 (Madhya Pradesh),2.409090909090909,0.92,25,FTL,31.3887
IND000000ACA,IND142401AAA,Ludhiana_MilrGanj_HB (Punjab),Khanna_DC (Punjab),2.40625,0.8333333333333334,12,FTL,21.7502
IND416012AAA,IND415612AAA,Kolhapur_Shivaji_I (Maharashtra),Ratnagiri_MjgaonRd_D (Maharashtra),2.4016018306636155,0.9705882352941176,34,FTL,26.77375
IND670645AAB,IND673592AAA,Mananthavady_Central_D_1 (Kerala),SultnBthry_Kollgpra_D (Kerala),2.4,0.9523809523809523,21,Carting,12.8726
IND743347AAA,IND700053AAA,Kakdwip_KlngrDPP_D (West Bengal),CCU_New Alipore_DPC (West Bengal),2.4,1.0,32,Carting,11.059149999999999
IND632006AAA,IND632301AAA,Vellore_GndhiNgr_IP (Tamil Nadu),Arani_KrthiKyn_D (Tamil Nadu),2.4,1.0,20,FTL,20.14975
IND411014AAA,IND411048AAA,PNQ Vadgaon Sheri DPC (Maharashtra),Pune_East_D_8 (Maharashtra),2.4,1.0,4,Carting,8.3617
IND400072AAB,IND000000AFT,Mumbai Hub (Maharashtra),Mumbai_Sanpada_I (Maharashtra),2.4,1.0,84,Carting,11.5076
IND152026AAA,IND152024AAA,Muktsar_DPC (Punjab),Jalalabad_Muktsar_D (Punjab),2.4,1.0,2,FTL,15.3397
IND401209AAB,IND421302AAG,Mumbai_Vasai_CP (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),2.4,1.0,3,Carting,11.3658
IND486886AAA,IND486889AAA,Singrauli_Waidhan_D (Madhya Pradesh),Singrauli_Ward8DPP_D (Madhya Pradesh),2.4,1.0,7,FTL,24.7239
IND413709AAA,IND423701AAB,Shrirampur_DavkharRd_D (Maharashtra),Vaijiapur_YeolaRD_D (Maharashtra),2.397435897435898,1.0,8,Carting,9.051300000000001
IND462022AAA,IND466001AAA,Bhopal_Trnsport_H (Madhya Pradesh),Sehore_Mangalam_D (Madhya Pradesh),2.3923076923076922,1.0,18,FTL,28.2268
IND521333AAA,IND521225AAB,Kaikaluru_Atapaka_D (Andhra Pradesh),Vijayawada_Rynapadu_H (Andhra Pradesh),2.3904761904761904,1.0,32,FTL,26.8353
IND110037AAM,IND131028AAB,Delhi_Airport_H (Delhi),Sonipat_Kundli_H (Haryana),2.3863636363636367,0.75,4,Carting,10.79495
IND842001AAA,IND845418AAB,Muzaffrpur_Bbganj_I (Bihar),Dhaka_PchpkrRD_D (Bihar),2.3846153846153846,0.8888888888888888,18,FTL,29.8411
IND245101AAA,IND245304AAA,Hapur_Swargash_D (Uttar Pradesh),Pilkhuwa_HapurRD_D (Uttar Pradesh),2.3842105263157896,0.7666666666666667,30,Carting,8.44975
IND400072AAB,IND400701AAB,Mumbai Hub (Maharashtra),Mumbai_Pawane_L (Maharashtra),2.3833333333333333,1.0,6,Carting,11.1529
IND425406AAA,IND425409AAA,Shindkheda_KakaCplx_D (Maharashtra),Shahada_Nandrbar_D (Maharashtra),2.3823529411764706,1.0,2,FTL,24.672849999999997
IND842001AAA,IND846004AAA,Muzaffrpur_Bbganj_I (Bihar),Darbhanga (Bihar),2.380952380952381,1.0,45,FTL,26.108
IND421302AAG,IND000000AFT,Bhiwandi_Mankoli_HB (Maharashtra),Mumbai_Sanpada_I (Maharashtra),2.376470588235294,0.9833333333333333,60,Carting,11.6793
IND516101AAA,IND516115AAA,Koduru_MGRoad_D (Andhra Pradesh),Rajampet_RSRoad_D (Andhra Pradesh),2.375,1.0,45,Carting,9.9235
IND110044AAB,IND201007AAA,Del_Okhla_PC (Delhi),GZB_Mohan_Nagar_DPC (Uttar Pradesh),2.375,1.0,21,Carting,12.2134
IND834002AAB,IND832109AAB,Ranchi_Hub (Jharkhand),Jamshedpur_Central_I_3 (Jharkhand),2.375,1.0,45,FTL,23.7997
IND785112AAC,IND785634AAA,Teok_Wardno3_D (Assam),Mariani_Mainroad_D (Assam),2.375,1.0,5,Carting,11.9965
IND722202AAA,IND713205AAB,Barjora_Central_DPP_1 (West Bengal),Durgapur_Central_I_1 (West Bengal),2.375,1.0,2,Carting,10.0865
IND788026AAC,IND781018AAB,Silchar_Sirikona_H (Assam),Guwahati_Hub (Assam),2.375,1.0,141,FTL,39.2105
IND583101AAA,IND583201AAA,Bellary_Dc (Karnataka),Hospet (Karnataka),2.375,1.0,33,FTL,23.4165
IND533201AAA,IND533242AAA,Amalapuram_Vijdurg_D (Andhra Pradesh),Razole_Shanthi_D (Andhra Pradesh),2.373809523809524,1.0,2,FTL,21.0756
IND110078AAA,IND110043AAA,Janakpuri (Delhi),Delhi_Nangli_IP (Delhi),2.3705357142857144,1.0,16,Carting,9.8903
IND444005AAB,IND000000AAZ,Akola_Gaurkshn_I (Maharashtra),Buldhana_Thsil3PL_D (Maharashtra),2.369565217391304,1.0,5,FTL,29.3542
IND444203AAA,IND444005AAB,Shegaon_SChwkDPP_D (Maharashtra),Akola_Gaurkshn_I (Maharashtra),2.369281045751634,1.0,10,FTL,25.21365
IND691305AAA,IND689645AAA,Punalur_PostofJN_D (Kerala),Pthnmthitt_Klskhrpt_D (Kerala),2.3636363636363638,1.0,33,Carting,10.2567
IND462011AAA,IND462022AAA,Bhopal MP Nagar (Madhya Pradesh),Bhopal_Trnsport_H (Madhya Pradesh),2.3636363636363638,0.9230769230769231,13,Carting,11.759799999999998
IND401104AAA,IND401208AAA,Mumbai_MiraRd_IP (Maharashtra),Nalasopara (Maharashtra),2.3636363636363638,1.0,45,Carting,13.4502
IND784125AAA,IND784110AAA,Mangaldoi_LNBRoad_D (Assam),Dhekiajuli_Wardno5_D (Assam),2.36,1.0,9,FTL,24.4982
IND211002AAB,IND485001AAC,Allahabad_Central_H_1 (Uttar Pradesh),Satna_Central_I_2 (Madhya Pradesh),2.359210526315789,1.0,78,FTL,31.04985
IND401104AAA,IND421302AAG,Mumbai_MiraRd_IP (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),2.357142857142857,1.0,21,Carting,17.0321
IND600008AAC,IND600004AAA,Chennai_Egmore_DPC (Tamil Nadu),Chennai_Mylapore (Tamil Nadu),2.357142857142857,1.0,1,Carting,13.2347
IND472001AAA,IND474003AAA,Tikamgarh_MndiRoad_D (Madhya Pradesh),Gwalior_HrihrNgr_I (Madhya Pradesh),2.3529411764705883,0.8823529411764706,17,FTL,26.7766
IND803101AAA,IND805110AAD,BiharSarif_Soghra_D (Bihar),Nawada_Central_DPP_2 (Bihar),2.3428571428571425,1.0,18,FTL,16.56475
IND757037AAA,IND756100AAC,Karanjia_Sarubali_D (Orissa),Bhadrak_Central_I_2 (Orissa),2.3421052631578947,0.9473684210526315,19,FTL,31.6699
IND301705AAA,IND123001AAA,Neemrana_Rcocmplx_D (Rajasthan),Narnaul_DC (Haryana),2.340725806451613,1.0,2,FTL,24.211850000000002
IND854105AAA,IND853204AAA,Katihar_Shyndco_D (Bihar),Naugchia_Vijayght_D (Bihar),2.3362573099415203,1.0,6,FTL,25.50755
IND413307AAB,IND413304AAA,Sangola_Central_DPP_2 (Maharashtra),Pandharpur_RajCmplx_D (Maharashtra),2.3333333333333335,1.0,3,Carting,10.5918
IND741156AAA,IND742102AAB,Plassey_BtaiRoad_D (West Bengal),Berhampore_Central_I_2 (West Bengal),2.3333333333333335,1.0,29,Carting,9.4647
IND395023AAD,IND395001AAA,Surat_Central_I_4 (Gujarat),Surat_Central_D_9 (Gujarat),2.3333333333333335,1.0,7,Carting,13.5643
IND742401AAA,IND742101AAC,Ghanashyampur_NditaDPP_D (West Bengal),Baharampur_Chuanpur_I (West Bengal),2.3333333333333335,0.76,25,Carting,13.7943
IND846004AAA,IND847103AAA,Darbhanga (Bihar),Benipur_Javahar_D (Bihar),2.3333333333333335,1.0,29,FTL,22.9881
IND742101AAC,IND712311AAA,Baharampur_Chuanpur_I (West Bengal),Kolkata_Dankuni_HB (West Bengal),2.3333333333333335,1.0,53,FTL,26.3483
IND786001AAB,IND786184AAA,Dibrugarh_Bokule_H (Assam),Chabua_CollgeRD_D (Assam),2.3333333333333335,1.0,13,Carting,9.7178
IND805110AAD,IND803116AAA,Nawada_Central_DPP_2 (Bihar),Rajgir_PnditNGR_D (Bihar),2.3333333333333335,1.0,9,FTL,24.829
IND421302AAG,IND400072AAJ,Bhiwandi_Mankoli_HB (Maharashtra),Mumbai_Tejpal_I (Maharashtra),2.3333333333333335,0.9649122807017544,57,Carting,11.6491
IND401501AAA,IND401602AAA,Boisar_OstwlEmp_D (Maharashtra),Dahanu_KetyDPP_D (Maharashtra),2.3333333333333335,1.0,29,Carting,11.8469
IND209206AAB,IND210301AAA,Ghatampur_StatinRD_D (Uttar Pradesh),Hamirpur_KanpurRd_D (Uttar Pradesh),2.3333333333333335,0.9696969696969697,33,Carting,9.0146
IND767001AAA,IND767017AAA,Balangir_Rjndpara_D (Orissa),Sonepur_BrezeDPP_D (Orissa),2.3333333333333335,1.0,3,FTL,21.8792
IND752050AAA,IND752056AAA,Khurdha_JatniDPP_D (Orissa),Khurdha_MdhsnDPP_D (Orissa),2.3333333333333335,1.0,1,Carting,9.6907
IND431112AAB,IND431136AAC,Sillod_ZebaTWR_D (Maharashtra),Aurangabad_Central_H_1 (Maharashtra),2.3333333333333335,1.0,39,Carting,10.0652
IND843109AAB,IND842001AAA,Kanti_Central_DPP_2 (Bihar),Muzaffrpur_Bbganj_I (Bihar),2.333333333333333,1.0,4,Carting,7.42415
IND000000AFJ,IND695572AAB,Trivandrum_Pettah_D (Kerala),Kallikkad_Mutyvila_D (Kerala),2.333333333333333,1.0,2,Carting,11.389050000000001
IND793001AAA,IND793150AAA,Shillong (Meghalaya),Jowai_Ldthlabh_D (Meghalaya),2.332894736842105,1.0,4,FTL,32.4709
IND403601AAA,IND403726AAB,Goa_Margao_Dc (Goa),Goa_ZuariNgr_IP (Goa),2.3285714285714283,1.0,8,Carting,12.19715
IND712406AAA,IND712602AAA,Khanakul_Ramnagar_D (West Bengal),Arambag_BalibDPP_D (West Bengal),2.323529411764706,1.0,1,FTL,32.7598
IND787001AAA,IND787057AAA,LakhimpurN_SashPhkn_D (Assam),Dhemaji_WardNo3_D (Assam),2.323076923076923,1.0,24,FTL,27.41335
IND242221AAA,IND207247AAB,Jalalabad_farukngr_D (Uttar Pradesh),Aliganj_KaimgnjRD_D (Uttar Pradesh),2.3225806451612905,1.0,15,FTL,27.553099999999997
IND328001AAA,IND282002AAD,Dholpur_GtRoad_D (Rajasthan),,2.3214285714285716,1.0,3,FTL,22.4721
IND842003AAB,IND483501AAA,Jabalpur_Adhartal_IP (Madhya Pradesh),Katni_Bargawan_DC (Madhya Pradesh),2.3208333333333333,1.0,30,FTL,22.62325
IND000000ACA,IND147301AAA,Ludhiana_MilrGanj_HB (Punjab),Mandi_Gobindgarh_DC (Punjab),2.3202614379084965,1.0,4,FTL,23.08685
IND760003AAB,IND754022AAA,Berhampur_Khajuria_I (Orissa),Tangi_SriDPP_D (Orissa),2.3157894736842106,1.0,5,FTL,23.1861
IND205135AAA,IND283203AAA,Shikohabad_Katrmira_D (Uttar Pradesh),Firozabad_Sudmpuri_D (Uttar Pradesh),2.3157894736842106,1.0,7,FTL,23.4001
IND401104AAB,IND400072AAB,Mumbai_MiraRoad_M (Maharashtra),Mumbai Hub (Maharashtra),2.311111111111111,1.0,8,Carting,10.287749999999999
IND786001AAB,IND786125AAA,Dibrugarh_Bokule_H (Assam),Tinusukia_Chrwpaty_D (Assam),2.3095238095238093,1.0,4,Carting,10.22145
IND574216AAA,IND575004AAB,Dhrmsthala_Beltngdi_D (Karnataka),Mangalore_Kuntikna_H (Karnataka),2.3095238095238093,1.0,24,Carting,10.79285
IND828401AAB,IND826004AAA,Gomoh_KhsmiDPP_D (Jharkhand),Dhanbad_Kalynpur_I (Jharkhand),2.3095238095238093,1.0,18,Carting,9.7124
IND700053AAA,IND700136AAB,CCU_New Alipore_DPC (West Bengal),CCU_Hub (West Bengal),2.3076923076923075,1.0,2,Carting,15.2594
IND148102AAA,IND151001AAA,Bhadaur_BChwkDPP_D (Punjab),Bhatinda_DPC (Punjab),2.3076923076923075,0.6666666666666666,3,FTL,27.1968
IND505503AAA,IND506164AAA,Mahadevpur_Kataram_D (Telangana),Parkal_AmbedDPP_D (Telangana),2.3076923076923075,1.0,3,FTL,18.6183
IND577201AAA,IND577432AAA,Shimoga_DC (Karnataka),Thirthahalli_NadthiCx_D (Karnataka),2.3049999999999997,1.0,2,FTL,31.01255
IND000000AFT,IND421302AAG,Mumbai_Sanpada_I (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),2.3,0.9411764705882353,17,Carting,13.6136
IND854326AAB,IND852201AAA,Purnia_Central_H_2 (Bihar),Saharsa_Gangjala_D (Bihar),2.3,1.0,15,FTL,31.663400000000003
IND110043AAA,IND000000ACB,Delhi_Nangli_IP (Delhi),Gurgaon_Bilaspur_HB (Haryana),2.3,0.7368421052631579,19,Carting,11.9341
IND282002AAD,IND205001AAB,,Mainpuri_Agraroad_I (Uttar Pradesh),2.3,0.8,10,FTL,23.50245
IND686513AAA,IND686540AAA,Mundakayam_Central_D_1 (Kerala),Karukachal_MnimlaRd_D (Kerala),2.299145299145299,1.0,12,Carting,13.8127
IND262802AAA,IND262723AAB,Gola_BkgnRoad_D (Uttar Pradesh),Dhaurahara_TahsilRD_D (Uttar Pradesh),2.2972972972972974,1.0,45,FTL,27.1234
IND464668AAA,IND462022AAA,Bareli_SourvDPP_D (Madhya Pradesh),Bhopal_Trnsport_H (Madhya Pradesh),2.2967032967032965,1.0,8,FTL,30.4092
IND205001AAB,IND209721AAB,Mainpuri_Agraroad_I (Uttar Pradesh),Chhibramau_Bhainpura_D (Uttar Pradesh),2.295138888888889,1.0,12,FTL,23.0478
IND721253AAC,IND721306AAA,ChandroknaRD_Central_DPP_3 (West Bengal),Kharagpur_DC (West Bengal),2.293333333333333,1.0,26,FTL,22.4065
IND600008AAA,IND600044AAC,Chennai_Egmore_C (Tamil Nadu),Chennai_Chrompet_PC (Tamil Nadu),2.2928571428571427,0.8846153846153846,52,Carting,10.367249999999999
IND431517AAB,IND411033AAA,Ambajogai_BnsllNgr_D (Maharashtra),Pune_Tathawde_H (Maharashtra),2.2857142857142856,0.9271523178807947,151,FTL,26.3785
IND573201AAB,IND575004AAB,Hassan_Pandrnga_I (Karnataka),Mangalore_Kuntikna_H (Karnataka),2.2857142857142856,1.0,94,FTL,29.24405
IND362265AAA,IND362720AAA,Veraval_DC (Gujarat),Kodinar_NCplxDPP_D (Gujarat),2.2857142857142856,1.0,53,Carting,11.3028
IND276140AAA,IND276129AAA,Jiyanpur_Central_DPP_1 (Uttar Pradesh),Chiraiyakot_KamalDPP_D (Uttar Pradesh),2.2857142857142856,1.0,2,FTL,20.37015
IND421302AAG,IND400701AAB,Bhiwandi_Mankoli_HB (Maharashtra),Mumbai_Pawane_L (Maharashtra),2.2857142857142856,1.0,27,Carting,10.8768
IND400015AAB,IND421302AAG,Mumbai_CotnGren_M (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),2.2857142857142856,1.0,49,Carting,10.2122
IND515201AAA,IND515301AAA,Hindupur_Parigi_D (Andhra Pradesh),Madakasira_RTCStand_D (Andhra Pradesh),2.2857142857142856,1.0,33,Carting,10.8176
IND591307AAC,IND580028AAA,Gokak_Bsavangr_D (Karnataka),Hubli_Adargchi_IP (Karnataka),2.2857142857142856,1.0,10,FTL,26.061549999999997
IND121004AAA,IND121004AAB,Faridabad_Blbgarh_DC (Haryana),FBD_Balabhgarh_DPC (Haryana),2.283333333333333,0.9444444444444444,18,Carting,9.19165
IND815301AAA,IND814133AAB,Giridih_Shivalya_D (Jharkhand),Godda_Central_D_2 (Jharkhand),2.281733746130031,1.0,18,FTL,26.329050000000002
IND673121AAA,IND670645AAB,Kalpetta_Ward19_D (Kerala),Mananthavady_Central_D_1 (Kerala),2.2788461538461537,1.0,24,Carting,12.0637
IND425409AAA,IND425406AAA,Shahada_Nandrbar_D (Maharashtra),Shindkheda_KakaCplx_D (Maharashtra),2.2777777777777777,1.0,11,FTL,26.8287
IND533401AAA,IND533308AAB,Tuni_Eaglvari_D (Andhra Pradesh),Mandapeta_Mainrd_D (Andhra Pradesh),2.2746753246753246,1.0,4,FTL,32.5779
IND733128AAA,IND733129AAB,Itahar_NatunDPP_D (West Bengal),Kaliyaganj_Central_DPP_1 (West Bengal),2.2738095238095237,1.0,4,Carting,10.76175
IND421302AAG,IND400072AAA,Bhiwandi_Mankoli_HB (Maharashtra),Mumbai_Tejpal_M (Maharashtra),2.272727272727273,0.9743589743589743,39,Carting,11.7813
IND401209AAA,IND401104AAA,Mumbai_Virar_DC (Maharashtra),Mumbai_MiraRd_IP (Maharashtra),2.270833333333333,1.0,40,Carting,9.94295
IND851127AAA,IND851112AAB,Manjhaul_Purbari_D (Bihar),Barauni_Wardno10_D (Bihar),2.269230769230769,1.0,4,FTL,32.1446
IND276305AAA,IND223101AAB,Saraimeer_MsmcyDPP_D (Uttar Pradesh),Shahganj_KcharaRD_D (Uttar Pradesh),2.269230769230769,1.0,4,FTL,26.97
IND742401AAA,IND742102AAB,Ghanashyampur_NditaDPP_D (West Bengal),Berhampore_Central_I_2 (West Bengal),2.268292682926829,0.84,25,Carting,13.8906
IND262701AAA,IND262802AAA,Lakhimpur_Maheva_D (Uttar Pradesh),Gola_BkgnRoad_D (Uttar Pradesh),2.267857142857143,1.0,28,FTL,16.69455
IND785001AAA,IND785112AAC,Jorhat_RicMilRd_D (Assam),Teok_Wardno3_D (Assam),2.2666666666666666,1.0,6,Carting,8.917950000000001
IND560099AAB,IND560085AAA,Bengaluru_Bomsndra_HB (Karnataka),Bengaluru_Banshkri_DC (Karnataka),2.2666666666666666,0.75,24,Carting,10.10935
IND000000AAZ,IND444303AAA,Buldhana_Thsil3PL_D (Maharashtra),Khamgaon_WamanDPP_D (Maharashtra),2.266183574879227,1.0,2,FTL,46.85345
IND581334AAA,IND581343AAC,Honnavar_Prbhtngr_D (Karnataka),Kumta_Central_DPP_2 (Karnataka),2.2656641604010024,1.0,2,FTL,21.346899999999998
IND400011AAA,IND400072AAB,LowerParel_CP (Maharashtra),Mumbai Hub (Maharashtra),2.264957264957265,1.0,22,Carting,8.51295
IND274304AAB,IND274301AAB,Padrauna_BawliDPPP_D (Uttar Pradesh),Kaptanganj_Subshngr_D (Uttar Pradesh),2.264705882352941,1.0,10,FTL,24.47435
IND600116AAB,IND600056AAB,Chennai_Porur_DPC (Tamil Nadu),MAA_Poonamallee_HB (Tamil Nadu),2.2642857142857142,0.8333333333333334,6,Carting,10.5028
IND733140AAA,IND732103AAA,Gangarampr_FulbaDPP_D (West Bengal),Malda_krshnPly_DC (West Bengal),2.263157894736842,1.0,3,FTL,26.5364
IND505122AAA,IND506002AAA,Jammikunta_ConduDPP_D (Telangana),Warangal_HunterRd_I (Telangana),2.263157894736842,1.0,17,FTL,25.904400000000003
IND754103AAA,IND754142AAA,Jagatsghpr_Markndpr_D (Orissa),Paradip_Udyabata_D (Orissa),2.2608695652173916,1.0,2,FTL,28.582900000000002
IND301019AAA,IND123001AAA,Bhiwadi DC (Rajasthan),Narnaul_DC (Haryana),2.2549019607843137,0.875,8,FTL,23.20845
IND425409AAA,IND425412AAA,Shahada_Nandrbar_D (Maharashtra),Nandurbar_DhuleRd_D (Maharashtra),2.25,1.0,2,FTL,19.11395
IND380021AAA,IND382430AAB,AMD_Rakhial (Gujarat),Ahmedabad_East_H_1 (Gujarat),2.25,1.0,41,Carting,11.1392
IND531163AAA,IND535001AAA,Bheemunipatnam_SaiTempl_D (Andhra Pradesh),Vizianagaram_NcsRd_DC (Andhra Pradesh),2.25,1.0,27,Carting,9.1624
IND834002AAB,IND826004AAA,Ranchi_Hub (Jharkhand),Dhanbad_Kalynpur_I (Jharkhand),2.25,0.851063829787234,188,Carting,10.791
IND517583AAA,IND516101AAA,Puttur_Artmclny_D (Andhra Pradesh),Koduru_MGRoad_D (Andhra Pradesh),2.25,1.0,85,Carting,9.6676
IND423109AAA,IND423601AAA,Shirdi_SaiBansi_D (Maharashtra),Kopargaon_NkshtrPz_D (Maharashtra),2.25,1.0,16,Carting,9.302299999999999
IND764020AAC,IND764001AAC,Koraput_GhtimDPP_D (Orissa),Jeypore_Kelasahi_D (Orissa),2.25,1.0,1,Carting,17.1324
IND302014AAB,IND302006AAC,Jaipur_Central_I_7 (Rajasthan),Jaipur_Central_D_10 (Rajasthan),2.25,0.9333333333333333,30,Carting,11.45865
IND441912AAA,IND441107AAB,Bhandara_KaremDPP_D (Maharashtra),Savner_Wagodha_D (Maharashtra),2.25,0.9813084112149533,107,Carting,10.6199
IND712311AAA,IND700026AAC,Kolkata_Dankuni_HB (West Bengal),CCU_Lake Avenue_DPC (West Bengal),2.25,0.9882352941176471,85,Carting,12.8095
IND362001AAA,IND360370AAA,Junagadh_DPC (Gujarat),Jetpur_DC (Gujarat),2.25,1.0,16,FTL,16.40795
IND431603AAA,IND413531AAA,Nanded_Aswningr_I (Maharashtra),Latur_Srnwsngr_D (Maharashtra),2.25,0.9574468085106383,47,Carting,10.1963
IND533242AAA,IND533201AAA,Razole_Shanthi_D (Andhra Pradesh),Amalapuram_Vijdurg_D (Andhra Pradesh),2.2476190476190476,1.0,2,FTL,21.0233
IND742101AAC,IND741123AAB,Baharampur_Chuanpur_I (West Bengal),Chapra_NagarDPP_D (West Bengal),2.246794871794872,1.0,10,Carting,14.75865
IND794101AAA,IND781018AAB,Tura_Sracmplx_D (Meghalaya),Guwahati_Hub (Assam),2.246212121212121,1.0,72,FTL,25.34675
IND814112AAA,IND814133AAA,Deoghar_Barmasia_D (Jharkhand),Godda_PushPlza_D (Jharkhand),2.245614035087719,1.0,6,FTL,26.0961
IND342601AAA,IND342902A1B,Piparcity_BsstdDPP_D (Rajasthan),,2.244047619047619,1.0,6,FTL,20.97615
IND305001AAC,IND305802AAA,Ajmer_FoySGRRD_I (Rajasthan),Kishangarh_Central_D_2 (Rajasthan),2.2412280701754383,1.0,12,FTL,19.35055
IND586128AAA,IND585104AAA,Sindagi_KalyanNg_D (Karnataka),Gulbarga_Nehrugnj_I (Karnataka),2.236111111111111,0.9722222222222222,36,Carting,10.248349999999999
IND580028AAA,IND403726AAA,Hubli_Adargchi_IP (Karnataka),Goa_Hub (Goa),2.235294117647059,1.0,87,FTL,27.7627
IND842001AAA,IND845412AAB,Muzaffrpur_Bbganj_I (Bihar),Chakia_Wardno10_D (Bihar),2.235294117647059,0.9565217391304348,23,FTL,24.4773
IND784001AAA,IND791111AAC,Tezpur_Mhbhirab_D (Assam),Itanagar_WageDPP_D (Arunachal Pradesh),2.230769230769231,1.0,15,FTL,33.0525
IND521001AAA,IND521225AAB,Machilipatnam_DC (Andhra Pradesh),Vijayawada_Rynapadu_H (Andhra Pradesh),2.229813664596273,1.0,12,FTL,22.8626
IND781018AAB,IND784168AAB,Guwahati_Hub (Assam),Gohpur_Central_D_1 (Assam),2.22733918128655,1.0,8,FTL,27.48825
IND207247AAB,IND205001AAB,Aliganj_KaimgnjRD_D (Uttar Pradesh),Mainpuri_Agraroad_I (Uttar Pradesh),2.2270833333333333,1.0,10,FTL,25.722649999999998
IND600056AAB,IND600116AAB,MAA_Poonamallee_HB (Tamil Nadu),Chennai_Porur_DPC (Tamil Nadu),2.2261904761904763,0.975,40,Carting,10.1467
IND360490AAA,IND362001AAA,Upleta_AdrshSt_DC (Gujarat),Junagadh_DPC (Gujarat),2.224242424242424,1.0,14,FTL,21.696
IND201304AAA,IND201301AAF,Noida_Sec-83_DC (Uttar Pradesh),Noida_Sec 02_DPC (Uttar Pradesh),2.2225274725274726,0.875,16,Carting,11.2503
IND431136AAC,IND431122AAA,Aurangabad_Central_H_1 (Maharashtra),Beed_JalnaRd_D (Maharashtra),2.2222222222222223,1.0,45,FTL,25.837
IND248197AAA,IND248122AAB,Dehradun_Selakui_D (Uttarakhand),Mussoorie_BrlwgDPP_D (Uttarakhand),2.2222222222222223,0.7692307692307693,13,FTL,39.1716
IND382430AAB,IND380015AAB,Ahmedabad_East_H_1 (Gujarat),AMD_Satellite (Gujarat),2.2222222222222223,0.9767441860465116,43,Carting,10.5363
IND431136AAC,IND431001AAA,Aurangabad_Central_H_1 (Maharashtra),Aurangabad (Maharashtra),2.2222222222222223,0.88,25,Carting,10.7747
IND421302AAG,IND400102AAB,Bhiwandi_Mankoli_HB (Maharashtra),Mumbai_Jogeshwri_L (Maharashtra),2.2222222222222223,0.9682539682539683,63,Carting,12.5193
IND472001AAA,IND485001AAC,Tikamgarh_MndiRoad_D (Madhya Pradesh),Satna_Central_I_2 (Madhya Pradesh),2.2222222222222223,0.9851851851851852,135,FTL,23.588
IND421601AAB,IND421302AAG,Asangaon_Shahapur_D (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),2.2222222222222223,0.9714285714285714,35,Carting,9.9762
IND500008AAD,IND501359AAE,Hyderabad_Tolichwk_L (Telangana),Hyderabad_Shamshbd_H (Telangana),2.2214285714285715,0.9,10,Carting,12.427900000000001
IND581320AAA,IND575004AAB,Bhatkal_KmkshBul_D (Karnataka),Mangalore_Kuntikna_H (Karnataka),2.2205882352941178,1.0,6,FTL,24.535
